Mend Org,Mend Project,Library,Path,Licenses,Policy
JoshR-UP,GH_FreshDemo,jruby-9.3.6.0.jar,/home/wss-scanner/.m2/repository/org/jruby/jruby/9.3.6.0/jruby-9.3.6.0.jar,"LGPL 2.1,GPL 2.0,Eclipse 2.0",[Org][Reject] CopyLeft Licenses
